time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2009-09-01T00:16:05.040Z,37.68,95.88,10,5,mb,107,62.2,,0.94,us,usp000h13k,2014-11-07T01:39:36.529Z,"northern Qinghai, China",earthquake
2009-09-01T00:18:06.350Z,-37.159,176.706,281,4.2,mb,118,81.1,,0.94,us,usp000h13m,2014-11-07T01:39:37.122Z,"North Island of New Zealand",earthquake
2009-09-01T00:46:57.320Z,45.727,-75.379,18,2.5,mblg,28,80.3,,,us,usp000h13n,2014-11-07T01:39:37.210Z,"Ontario-Quebec border region, Canada",earthquake
2009-09-01T02:50:50.670Z,51.13,-179.959,6.4,2.6,ml,13,230,,,us,usp000h13p,2014-11-07T01:39:37.262Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
2009-09-01T03:10:59.810Z,39.424,73.607,36.8,4,mb,49,91.4,,1.13,us,usp000h13q,2014-11-07T01:39:37.291Z,"Tajikistan",earthquake
2009-09-01T05:14:41.750Z,19.136,-66.373,33.7,3,md,4,298.4,,,us,usp000h13r,2014-11-07T01:39:37.328Z,"Puerto Rico region",earthquake
2009-09-01T05:16:54.950Z,51.609,-179.107,213.9,2.9,m,10,178.8,,,us,usp000h13s,2014-11-07T01:39:37.336Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
2009-09-01T05:27:37.140Z,19.86,-67.742,59.5,3.3,md,9,254.2,,,us,usp000h13t,2014-11-07T01:39:37.346Z,"Puerto Rico region",earthquake
2009-09-01T05:42:45.390Z,36.392,-117.86,1.9,3,ml,18,54.7,,,us,usp000h13u,2015-01-30T21:00:09.509Z,"Central California",earthquake
2009-09-01T06:01:41.740Z,60.32,-152.989,130,3.9,mb,112,41.2,,,us,usp000h13v,2014-11-07T01:39:37.387Z,"Southern Alaska",earthquake
2009-09-01T06:01:46.890Z,19.055,-66.388,41.3,2.7,md,5,286.7,,,us,usp000h13w,2014-11-07T01:39:37.458Z,"Puerto Rico region",earthquake
2009-09-01T06:19:11.560Z,19.602,-67.78,32.6,3.5,md,14,242.9,,,us,usp000h13x,2014-11-07T01:39:37.466Z,"Mona Passage",earthquake
2009-09-01T06:23:08.100Z,19.16,-66.395,30.3,3.1,md,5,292.1,,,us,usp000h13y,2014-11-07T01:39:37.480Z,"Puerto Rico region",earthquake
2009-09-01T08:08:51.330Z,62.01,-150.71,57.7,2.5,ml,51,49.3,,,us,usp000h13z,2014-11-07T01:39:37.488Z,"Central Alaska",earthquake
2009-09-01T09:13:01.320Z,51.446,-179.637,55.2,2.5,ml,19,186.8,,,us,usp000h140,2014-11-07T01:39:37.523Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
2009-09-01T10:06:52.600Z,37.684,95.625,10,4.8,mb,76,63.4,,0.84,us,usp000h141,2014-11-07T01:39:37.536Z,"northern Qinghai, China",earthquake
2009-09-01T10:11:19.830Z,19.079,-66.653,50.3,3.1,md,5,291,,,us,usp000h142,2014-11-07T01:39:37.637Z,"Puerto Rico region",earthquake
2009-09-01T12:02:17.890Z,35.508,140.938,10,4.7,mwr,199,111.4,,0.74,us,usp000h143,2015-03-24T01:02:14.072Z,"near the east coast of Honshu, Japan",earthquake
2009-09-01T13:23:19.470Z,-17.683,-176.634,20,4.5,mb,8,152.8,,1.35,us,usp000h144,2014-11-07T01:39:37.770Z,"Fiji region",earthquake
2009-09-01T14:51:58.570Z,53.377,-168.71,5.4,2.8,ml,14,213.9,,,us,usp000h145,2014-11-07T01:39:37.776Z,"Fox Islands, Aleutian Islands, Alaska",earthquake
2009-09-01T15:26:06.880Z,29.835,130.207,46.2,4.5,mwr,40,94.7,,0.97,us,usp000h146,2014-11-07T01:39:37.790Z,"Ryukyu Islands, Japan",earthquake
2009-09-01T15:27:17.090Z,34.032,-116.995,13.7,2.6,ml,6,114,,,us,usp000h147,2015-01-30T21:59:02.281Z,"Southern California",earthquake
2009-09-01T15:55:08.070Z,19.581,-67.823,54.7,2.8,md,7,242,,,us,usp000h148,2014-11-07T01:39:37.836Z,"Mona Passage",earthquake
2009-09-01T16:01:35.570Z,19.666,-67.798,59.5,3.2,md,8,245.9,,,us,usp000h149,2014-11-07T01:39:37.912Z,"Mona Passage",earthquake
2009-09-01T17:13:23.200Z,63.565,-147.309,5.7,3.1,ml,56,47.9,,,us,usp000h14a,2014-11-07T01:39:37.951Z,"Central Alaska",earthquake
2009-09-01T17:27:47.320Z,-60.836,-23.103,62.3,4.6,mb,31,57.1,,0.84,us,usp000h14b,2014-11-07T01:39:38.006Z,"South Sandwich Islands region",earthquake
2009-09-01T17:33:39.990Z,-19.7,-177.803,577,5,mb,99,76.2,,1.03,us,usp000h14c,2014-11-07T01:39:38.029Z,"Fiji region",earthquake
2009-09-01T17:43:23.330Z,19.918,-67.744,25,3.4,md,10,235.9,,,us,usp000h14d,2014-11-07T01:39:38.080Z,"Puerto Rico region",earthquake
2009-09-01T18:01:58.590Z,-62.326,156.488,10,5.2,mwc,9,202.2,,1.42,us,usp000h14e,2014-11-07T01:39:38.089Z,"Balleny Islands region",earthquake
