time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
1978-12-01T02:29:41.300Z,33.483,-116.449,5,3.1,ml,,,,,us,usp0000xq6,2014-11-06T23:21:54.252Z,"Southern California",earthquake
1978-12-01T03:04:16.600Z,27.076,130.514,33,4.7,mb,,,,,us,usp0000xq7,2014-11-06T23:21:54.252Z,"Ryukyu Islands, Japan",earthquake
1978-12-01T03:47:57.500Z,41.039,19.651,10,4.3,mb,,,,,us,usp0000xq8,2014-11-06T23:21:54.253Z,"Albania",earthquake
1978-12-01T04:38:54.600Z,-22.627,-112.239,10,5.1,mb,,,,,us,usp0000xq9,2014-11-06T23:21:54.255Z,"Easter Island region",earthquake
1978-12-01T07:02:36.400Z,-2.575,139.544,33,4.8,mb,,,,,us,usp0000xqa,2014-11-06T23:21:54.255Z,"near the north coast of Papua, Indonesia",earthquake
1978-12-01T11:43:28.300Z,50.929,158.862,42,5.5,mb,,,,,us,usp0000xqb,2015-02-11T17:14:43.000Z,"east of the Kuril Islands",earthquake
1978-12-01T13:54:07.400Z,-7.473,156.201,70,4.7,mb,,,,,us,usp0000xqc,2014-11-06T23:21:54.258Z,"Solomon Islands",earthquake
1978-12-01T15:35:20.900Z,-10.155,161.397,93,6,mb,,,,,us,usp0000xqd,2015-05-13T18:53:15.000Z,"Solomon Islands",earthquake
1978-12-01T17:07:29.800Z,37.028,-116.035,2,3.8,ml,,,,,us,usp0000xqe,2015-06-16T15:39:47.407Z,"Nevada",nuclear explosion
1978-12-01T17:10:29.500Z,8.665,122.206,40,5.8,mb,,,,,us,usp0000xqf,2015-05-13T18:53:15.000Z,"Mindanao, Philippines",earthquake
1978-12-01T17:35:19.200Z,11.811,-86.841,33,5,mb,,,,,us,usp0000xqg,2014-11-06T23:21:54.264Z,"near the coast of Nicaragua",earthquake
1978-12-01T18:01:40.900Z,-15.476,-173.259,33,4.8,mb,,,,,us,usp0000xqh,2014-11-06T23:21:54.264Z,"Tonga",earthquake
1978-12-01T18:19:55.700Z,-11.125,163.167,47,4.5,mb,,,,,us,usp0000xqj,2014-11-06T23:21:54.265Z,"Solomon Islands",earthquake
1978-12-01T18:43:20.400Z,2.451,126.713,73,5,mb,,,,,us,usp0000xqk,2014-11-06T23:21:54.265Z,"Molucca Sea",earthquake
1978-12-01T23:03:40.300Z,38.415,143.271,33,5,ms,,,,,us,usp0000xqm,2014-11-06T23:21:54.266Z,"off the east coast of Honshu, Japan",earthquake
1978-12-01T23:20:46.500Z,33.934,-116.683,5,3.6,ml,,,,,us,usp0000xqn,2014-11-06T23:21:54.268Z,"Southern California",earthquake
1978-12-01T23:36:31.600Z,43.517,145.287,113,5.1,mb,,,,,us,usp0000xqp,2014-11-06T23:21:54.269Z,"Hokkaido, Japan region",earthquake
1978-12-02T03:24:21.400Z,15.791,-96.48,50,4.7,mb,,,,,us,usp0000xqq,2014-11-06T23:21:54.271Z,"Oaxaca, Mexico",earthquake
1978-12-02T03:55:51.900Z,15.854,-96.49,33,4.2,mb,,,,,us,usp0000xqr,2014-11-06T23:21:54.272Z,"Oaxaca, Mexico",earthquake
1978-12-02T04:05:33.900Z,46.307,13.252,10,3.7,ml,,,,,us,usp0000xqs,2014-11-06T23:21:54.273Z,"Austria-Italy-Slovenia border region",earthquake
1978-12-02T04:15:48.800Z,-20.073,-177.743,536,5.1,mb,,,,,us,usp0000xqt,2014-11-06T23:21:54.274Z,"Fiji region",earthquake
1978-12-02T05:36:07.000Z,15.754,-96.516,33,4.9,mb,,,,,us,usp0000xqu,2014-11-06T23:21:54.275Z,"Oaxaca, Mexico",earthquake
1978-12-02T07:00:50.700Z,6.622,-72.831,183,4.8,mb,,,,,us,usp0000xqv,2014-11-06T23:21:54.277Z,"northern Colombia",earthquake
1978-12-02T07:28:59.700Z,-2.859,119.992,33,4.8,mb,,,,,us,usp0000xqw,2014-11-06T23:21:54.277Z,"Sulawesi, Indonesia",earthquake
1978-12-02T08:22:50.700Z,-6.845,154.609,38,5.3,ms,,,,,us,usp0000xqx,2014-11-06T23:21:54.278Z,"Bougainville region, Papua New Guinea",earthquake
1978-12-02T08:27:59.600Z,-11.731,117.744,33,4.8,mb,,,,,us,usp0000xqy,2014-11-06T23:21:54.279Z,"south of Sumbawa, Indonesia",earthquake
1978-12-02T10:12:09.300Z,-20.845,-68.527,88,4.8,mb,,,,,us,usp0000xqz,2014-11-06T23:21:54.280Z,"Potosi, Bolivia",earthquake
1978-12-02T13:25:45.300Z,-24.401,-67.346,172,4.7,mb,,,,,us,usp0000xr0,2014-11-06T23:21:54.280Z,"Salta, Argentina",earthquake
1978-12-02T17:00:58.400Z,-7.418,155.438,33,4.3,mb,,,,,us,usp0000xr1,2014-11-06T23:21:54.282Z,"Solomon Islands",earthquake
1978-12-02T18:07:16.200Z,9.937,126.322,58,5.3,mb,,,,,us,usp0000xr2,2014-11-06T23:21:54.282Z,"Mindanao, Philippines",earthquake
1978-12-02T19:47:26.300Z,33.682,57.051,33,,,,,,,us,usp0000xr3,2014-11-06T23:21:54.284Z,"eastern Iran",earthquake
1978-12-02T20:27:39.800Z,16.018,-96.442,33,4.5,mb,,,,,us,usp0000xr4,2014-11-06T23:21:54.285Z,"Oaxaca, Mexico",earthquake
1978-12-02T21:33:19.100Z,-2.706,128.629,33,5,mb,,,,,us,usp0000xr5,2014-11-06T23:21:54.286Z,"Ceram Sea, Indonesia",earthquake
1978-12-02T21:57:20.000Z,59.693,-151.656,13,3.7,ml,,,,,us,usp0000xr6,2014-11-06T23:21:54.287Z,"Kenai Peninsula, Alaska",earthquake
1978-12-03T00:57:51.000Z,-7.247,154.828,33,5.1,mb,,,,,us,usp0000xr7,2014-11-06T23:21:54.288Z,"Bougainville region, Papua New Guinea",earthquake
1978-12-03T02:23:00.400Z,42.825,18.753,10,3.2,ml,,,,,us,usp0000xr8,2014-11-06T23:21:54.288Z,"Montenegro",earthquake
1978-12-03T03:44:58.100Z,-7.373,155.29,33,5.4,mb,,,,,us,usp0000xr9,2014-11-06T23:21:54.290Z,"Solomon Islands",earthquake
1978-12-03T06:47:45.900Z,40.632,-127.701,15,4,ml,,,,,us,usp0000xra,2014-11-06T23:21:54.290Z,"off the coast of Northern California",earthquake
1978-12-03T07:46:26.600Z,-7.243,155.075,33,5.4,mb,,,,,us,usp0000xrb,2014-11-06T23:21:54.292Z,"Solomon Islands",earthquake
1978-12-03T08:10:49.100Z,40.953,19.668,10,4.7,mb,,,,,us,usp0000xrc,2014-11-06T23:21:54.293Z,"Albania",earthquake
1978-12-03T08:19:53.500Z,-2.635,138.883,33,4.6,mb,,,,,us,usp0000xrd,2014-11-06T23:21:54.294Z,"Papua, Indonesia",earthquake
1978-12-03T12:18:57.500Z,-4.528,152.293,33,5.5,mb,,,,,us,usp0000xre,2015-05-13T18:53:15.000Z,"New Britain region, Papua New Guinea",earthquake
1978-12-03T13:15:55.300Z,34.809,139.147,17,5.3,mb,,,,,us,usp0000xrf,2014-11-06T23:21:54.296Z,"near the south coast of Honshu, Japan",earthquake
1978-12-03T18:31:35.500Z,-31.132,-67.948,10,,,,,,,us,usp0000xrg,2014-11-06T23:21:54.298Z,"San Juan, Argentina",earthquake
1978-12-03T19:01:50.900Z,39.083,29.912,10,,,,,,,us,usp0000xrh,2014-11-06T23:21:54.303Z,"western Turkey",earthquake
1978-12-03T19:39:31.200Z,62.306,-149.75,74,4.7,mb,,,,,us,usp0000xrj,2014-11-06T23:21:54.308Z,"Central Alaska",earthquake
1978-12-03T19:57:30.500Z,3.122,-84.309,33,4.5,mb,,,,,us,usp0000xrk,2014-11-06T23:21:54.310Z,"off the coast of Central America",earthquake
1978-12-03T22:24:07.200Z,-11.168,162.473,33,4.1,mb,,,,,us,usp0000xrm,2014-11-06T23:21:54.314Z,"Solomon Islands",earthquake
1978-12-03T22:59:28.700Z,15.08,145.931,33,4.6,mb,,,,,us,usp0000xrn,2014-11-06T23:21:54.325Z,"Saipan region, Northern Mariana Islands",earthquake
1978-12-04T00:18:50.900Z,30.256,66.338,33,4.3,mb,,,,,us,usp0000xrp,2014-11-06T23:21:54.336Z,"Afghanistan-Pakistan border region",earthquake
1978-12-04T00:40:52.400Z,31.902,132.164,33,5.2,mb,,,,,us,usp0000xrq,2014-11-06T23:21:54.343Z,"southeast of Shikoku, Japan",earthquake
1978-12-04T00:49:04.100Z,31.875,132.268,32,4.7,mb,,,,,us,usp0000xrr,2014-11-06T23:21:54.371Z,"southeast of Shikoku, Japan",earthquake
1978-12-04T03:12:34.000Z,38.07,37.468,10,5.1,mb,,,,,us,usp0000xrs,2014-11-06T23:21:54.394Z,"central Turkey",earthquake
1978-12-04T03:44:36.800Z,-59.673,-26.307,33,5.2,mb,,,,,us,usp0000xrt,2014-11-06T23:21:54.395Z,"South Sandwich Islands region",earthquake
1978-12-04T04:22:06.900Z,31.907,132.321,44,4.7,mb,,,,,us,usp0000xru,2014-11-06T23:21:54.404Z,"southeast of Shikoku, Japan",earthquake
1978-12-04T12:11:06.400Z,65.038,-147.506,24,3.3,ml,,,,,us,usp0000xrv,2014-11-06T23:21:54.409Z,"northern Alaska",earthquake
1978-12-04T14:57:41.300Z,-4.602,-104.957,10,4.9,mb,,,,,us,usp0000xrw,2014-11-06T23:21:54.414Z,"central East Pacific Rise",earthquake
1978-12-04T15:50:49.000Z,-10.922,162.136,54,,,,,,,us,usp0000xrx,2014-11-06T23:21:54.419Z,"Solomon Islands",earthquake
1978-12-04T18:32:08.100Z,39.762,77.073,51,4.4,mb,,,,,us,usp0000xry,2014-11-06T23:21:54.425Z,"southern Xinjiang, China",earthquake
1978-12-04T19:59:10.800Z,-59.552,-26.413,10,5.5,ms,,,,,us,usp0000xrz,2015-02-11T17:14:43.000Z,"South Sandwich Islands region",earthquake
1978-12-04T23:54:23.800Z,46.583,6.772,10,3.7,ml,,,,,us,usp0000xs0,2014-11-06T23:21:54.444Z,"Switzerland",earthquake
1978-12-05T01:48:01.300Z,38.62,-88.36,25,3.5,,,,,,us,usp0000xs1,2014-11-06T23:21:54.445Z,"Illinois",earthquake
1978-12-05T04:45:26.600Z,43.077,12.826,10,4.2,ml,,,,,us,usp0000xs2,2014-11-06T23:21:54.445Z,"central Italy",earthquake
1978-12-05T06:32:32.300Z,16.059,-96.977,33,4.7,mb,,,,,us,usp0000xs3,2014-11-06T23:21:54.446Z,"Oaxaca, Mexico",earthquake
1978-12-05T09:24:58.300Z,-39.931,-72.316,33,4.8,mb,,,,,us,usp0000xs4,2014-11-06T23:21:54.446Z,"Los Lagos, Chile",earthquake
1978-12-05T11:24:57.800Z,42.099,-112.478,4,3.7,ml,,,,,us,usp0000xs5,2014-11-06T23:21:54.447Z,"southern Idaho",earthquake
1978-12-05T11:56:27.600Z,42.099,-112.536,3,3,ml,,,,,us,usp0000xs6,2014-11-06T23:21:54.448Z,"southern Idaho",earthquake
1978-12-05T15:39:04.000Z,44.458,11.987,35,4.4,mb,,,,,us,usp0000xs7,2014-11-06T23:21:54.448Z,"northern Italy",earthquake
1978-12-05T18:32:43.600Z,-20.759,-66.496,198,5.3,mb,,,,,us,usp0000xs8,2014-11-06T23:21:54.449Z,"Potosi, Bolivia",earthquake
1978-12-05T23:33:36.400Z,-4.618,152.264,56,4.9,mb,,,,,us,usp0000xs9,2014-11-06T23:21:54.449Z,"New Britain region, Papua New Guinea",earthquake
1978-12-05T23:41:36.900Z,15.952,-96.578,33,4.8,mb,,,,,us,usp0000xsa,2014-11-06T23:21:54.450Z,"Oaxaca, Mexico",earthquake
1978-12-06T01:58:08.900Z,-13.649,167.101,221,5.2,mb,,,,,us,usp0000xsb,2014-11-06T23:21:54.450Z,"Vanuatu",earthquake
1978-12-06T02:35:12.400Z,13.79,144.743,129,4,mb,,,,,us,usp0000xsc,2014-11-06T23:21:54.451Z,"Guam region",earthquake
1978-12-06T04:20:57.200Z,48.357,155.578,33,4.9,mb,,,,,us,usp0000xsd,2014-11-06T23:21:54.452Z,"Kuril Islands",earthquake
1978-12-06T08:06:37.700Z,-7.783,120.335,33,5,mb,,,,,us,usp0000xse,2014-11-06T23:21:54.452Z,"Flores Sea",earthquake
1978-12-06T09:52:34.700Z,-19.333,167.805,22,5.3,mb,,,,,us,usp0000xsf,2014-11-06T23:21:54.453Z,"Vanuatu region",earthquake
1978-12-06T10:03:49.300Z,34.384,-119.75,5,3.2,ml,,,,,us,usp0000xsg,2014-11-06T23:21:54.453Z,"Santa Barbara Channel, California",earthquake
1978-12-06T10:27:40.500Z,56.916,161.457,33,4.5,mb,,,,,us,usp0000xsh,2014-11-06T23:21:54.454Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake
1978-12-06T11:05:35.200Z,60.138,-153.26,137,4.5,mb,,,,,us,usp0000xsj,2014-11-06T23:21:54.455Z,"Southern Alaska",earthquake
1978-12-06T11:21:48.700Z,34.367,-119.75,5,2.2,ml,,,,,us,usp0000xsk,2014-11-06T23:21:54.455Z,"Santa Barbara Channel, California",earthquake
1978-12-06T11:53:34.000Z,13.145,-89.635,33,5.9,ms,,,,,us,usp0000xsm,2015-05-13T18:53:15.000Z,"offshore El Salvador",earthquake
1978-12-06T13:09:16.000Z,40.497,34.987,10,4.7,mb,,,,,us,usp0000xsn,2014-11-06T23:21:54.456Z,"central Turkey",earthquake
1978-12-06T13:28:35.500Z,17.447,-54.786,10,5.8,ms,,,,,us,usp0000xsp,2015-05-13T18:53:15.000Z,"North Atlantic Ocean",earthquake
1978-12-06T14:02:01.000Z,44.592,146.581,91,6.7,mb,,,,,us,usp0000xsq,2015-05-13T18:53:15.000Z,"Kuril Islands",earthquake
1978-12-06T14:26:52.600Z,13.713,-92.288,32,5.7,mb,,,,,us,usp0000xsr,2015-05-13T18:53:15.000Z,"offshore Guatemala",earthquake
1978-12-06T15:12:57.100Z,13.626,-91.993,33,4.8,mb,,,,,us,usp0000xss,2014-11-06T23:21:54.458Z,"offshore Guatemala",earthquake
1978-12-06T15:38:41.000Z,44.756,146.214,155,4.8,mb,,,,,us,usp0000xst,2014-11-06T23:21:54.459Z,"Kuril Islands",earthquake
1978-12-06T15:49:59.100Z,44.597,146.403,160,4.6,mb,,,,,us,usp0000xsu,2014-11-06T23:21:54.460Z,"Kuril Islands",earthquake
1978-12-06T17:18:13.700Z,33.292,57.157,28,5.3,mb,,,,,us,usp0000xsv,2014-11-06T23:21:54.460Z,"eastern Iran",earthquake
1978-12-06T17:38:55.700Z,44.426,146.734,177,4.4,mb,,,,,us,usp0000xsw,2014-11-06T23:21:54.461Z,"Kuril Islands",earthquake
1978-12-06T20:38:08.800Z,33.221,57.115,20,4.6,mb,,,,,us,usp0000xsx,2014-11-06T23:21:54.461Z,"eastern Iran",earthquake
1978-12-07T00:16:49.100Z,54.664,-165.591,127,4.6,mb,,,,,us,usp0000xsy,2014-11-06T23:21:54.462Z,"Fox Islands, Aleutian Islands, Alaska",earthquake
1978-12-07T02:04:22.000Z,32.73,86.022,39,4.8,mb,,,,,us,usp0000xsz,2014-11-06T23:21:54.462Z,"western Xizang",earthquake
1978-12-07T02:28:22.400Z,44.555,146.533,123,4.9,mb,,,,,us,usp0000xt0,2014-11-06T23:21:54.466Z,"Kuril Islands",earthquake
1978-12-07T05:47:03.000Z,38.259,141.983,59,4.6,mb,,,,,us,usp0000xt1,2014-11-06T23:21:54.467Z,"near the east coast of Honshu, Japan",earthquake
1978-12-07T06:57:15.700Z,39.534,72.321,54,4.3,mb,,,,,us,usp0000xt2,2014-11-06T23:21:54.467Z,"Kyrgyzstan",earthquake
1978-12-07T07:03:12.800Z,34.651,139.097,10,,,,,,,us,usp0000xt3,2014-11-06T23:21:54.468Z,"near the south coast of Honshu, Japan",earthquake
1978-12-07T07:27:23.600Z,34.924,139.133,12,,,,,,,us,usp0000xt4,2014-11-06T23:21:54.469Z,"near the south coast of Honshu, Japan",earthquake
1978-12-07T08:16:42.000Z,34.882,139.151,9,,,,,,,us,usp0000xt5,2014-11-06T23:21:54.472Z,"near the south coast of Honshu, Japan",earthquake
1978-12-07T08:52:15.400Z,34.655,140.575,55,4.8,mb,,,,,us,usp0000xt6,2014-11-06T23:21:54.490Z,"near the east coast of Honshu, Japan",earthquake
1978-12-07T09:50:32.300Z,-20.403,-178.771,695,,,,,,,us,usp0000xt7,2014-11-06T23:21:54.493Z,"Fiji region",earthquake
1978-12-07T09:56:02.900Z,-22.398,-179.522,595,5.1,mb,,,,,us,usp0000xt8,2014-11-06T23:21:54.506Z,"south of the Fiji Islands",earthquake
1978-12-07T10:15:05.600Z,-4.382,-104.927,33,4.8,mb,,,,,us,usp0000xt9,2014-11-06T23:21:54.511Z,"central East Pacific Rise",earthquake
1978-12-07T11:20:24.300Z,-7.609,120.311,33,4.2,mb,,,,,us,usp0000xta,2014-11-06T23:21:54.512Z,"Flores Sea",earthquake
1978-12-07T11:49:34.900Z,44.693,146.394,212,4,mb,,,,,us,usp0000xtb,2014-11-06T23:21:54.515Z,"Kuril Islands",earthquake
1978-12-07T13:36:05.300Z,18.414,-101.694,126,4.3,mb,,,,,us,usp0000xtc,2014-11-06T23:21:54.516Z,"Guerrero, Mexico",earthquake
1978-12-07T14:15:21.600Z,44.943,146.176,178,4.7,mb,,,,,us,usp0000xtd,2014-11-06T23:21:54.517Z,"Kuril Islands",earthquake
1978-12-07T16:22:03.000Z,12.943,49.789,10,4.5,mb,,,,,us,usp0000xte,2014-11-06T23:21:54.518Z,"Gulf of Aden",earthquake
1978-12-07T16:22:34.700Z,39.056,141.439,63,,,,,,,us,usp0000xtf,2014-11-06T23:21:54.519Z,"eastern Honshu, Japan",earthquake
1978-12-07T16:48:45.100Z,1.943,127.386,116,5.1,mb,,,,,us,usp0000xtg,2014-11-06T23:21:54.519Z,"Halmahera, Indonesia",earthquake
1978-12-07T16:53:37.200Z,38.4,29.188,10,,,,,,,us,usp0000xth,2014-11-06T23:21:54.520Z,"western Turkey",earthquake
1978-12-07T18:34:54.100Z,-2.807,138.83,63,5.2,mb,,,,,us,usp0000xtj,2014-11-06T23:21:54.520Z,"Papua, Indonesia",earthquake
1978-12-07T18:37:25.800Z,37.267,141.289,48,5,mb,,,,,us,usp0000xtk,2014-11-06T23:21:54.528Z,"near the east coast of Honshu, Japan",earthquake
1978-12-08T00:00:52.900Z,62.562,-151.509,92,3.8,mb,,,,,us,usp0000xtm,2014-11-06T23:21:54.533Z,"Central Alaska",earthquake
1978-12-08T00:22:06.500Z,16.566,95.95,17,5,ms,,,,,us,usp0000xtn,2014-11-06T23:21:54.538Z,"near the south coast of Myanmar",earthquake
1978-12-08T03:42:24.500Z,22.302,94.33,93,4.4,mb,,,,,us,usp0000xtp,2014-11-06T23:21:54.539Z,"Myanmar",earthquake
1978-12-08T04:06:42.400Z,-12.805,120.64,33,,,,,,,us,usp0000xtq,2014-11-06T23:21:54.540Z,"south of Sumba, Indonesia",earthquake
1978-12-08T04:30:25.200Z,45.742,146.195,108,4.6,mb,,,,,us,usp0000xtr,2014-11-06T23:21:54.543Z,"Kuril Islands",earthquake
1978-12-08T05:32:42.800Z,36.007,140.525,68,4.5,mb,,,,,us,usp0000xts,2014-11-06T23:21:54.544Z,"near the east coast of Honshu, Japan",earthquake
1978-12-08T06:17:36.600Z,46.007,13.074,23,3.2,ml,,,,,us,usp0000xtt,2014-11-06T23:21:54.544Z,"Austria-Italy-Slovenia border region",earthquake
1978-12-08T06:34:56.500Z,86.26,35.526,10,5.1,mb,,,,,us,usp0000xtu,2014-11-06T23:21:54.545Z,"north of Franz Josef Land",earthquake
1978-12-08T10:01:51.500Z,68.334,-145.165,33,4,ml,,,,,us,usp0000xtv,2014-11-06T23:21:54.551Z,"northern Alaska",earthquake
1978-12-08T10:33:40.700Z,44.418,146.717,143,4.6,mb,,,,,us,usp0000xtw,2014-11-06T23:21:54.555Z,"Kuril Islands",earthquake
1978-12-08T10:51:44.000Z,15.67,-96.524,33,4.7,mb,,,,,us,usp0000xtx,2014-11-06T23:21:54.556Z,"Oaxaca, Mexico",earthquake
1978-12-08T13:08:40.600Z,29.695,138.582,429,4.7,mb,,,,,us,usp0000xty,2014-11-06T23:21:54.557Z,"Izu Islands, Japan region",earthquake
1978-12-08T14:21:24.900Z,-26.428,27.302,33,,,,,,,us,usp0000xtz,2014-11-06T23:21:54.559Z,"South Africa",earthquake
1978-12-08T15:14:19.000Z,10.402,125.38,49,4.5,mb,,,,,us,usp0000xu0,2014-11-06T23:21:54.560Z,"Leyte, Philippines",earthquake
1978-12-08T15:44:44.400Z,36.549,-121.073,2,3,ml,,,,,us,usp0000xu1,2014-11-06T23:21:54.561Z,"Central California",earthquake
1978-12-08T17:25:29.100Z,10.415,125.173,50,4.3,mb,,,,,us,usp0000xu2,2014-11-06T23:21:54.561Z,"Leyte, Philippines",earthquake
1978-12-08T18:59:51.100Z,-22.32,171.472,115,5.3,mb,,,,,us,usp0000xu3,2014-11-06T23:21:54.562Z,"southeast of the Loyalty Islands",earthquake
1978-12-08T19:02:09.700Z,40.913,19.534,10,3.8,ml,,,,,us,usp0000xu4,2014-11-06T23:21:54.562Z,"Albania",earthquake
1978-12-08T22:01:08.600Z,-11.522,116.77,33,4.1,mb,,,,,us,usp0000xu5,2014-11-06T23:21:54.563Z,"south of Lombok, Indonesia",earthquake
