time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
1989-09-01T00:26:54.980Z,41.963,20.364,10,2.5,ml,,,,1.2,us,usp0003z3n,2014-11-07T00:44:47.045Z,"Albania",earthquake
1989-09-01T00:40:17.930Z,51.84,-178.851,33,4.6,mb,,,,1.1,us,usp0003z3p,2014-11-07T00:44:47.550Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
1989-09-01T00:46:30.220Z,-23.126,-68.252,137.5,4.2,mb,,,,1.2,us,usp0003z3q,2014-11-07T00:44:47.586Z,"Antofagasta, Chile",earthquake
1989-09-01T03:08:10.120Z,-20.438,-177.708,447.9,4.6,mb,,,,0.7,us,usp0003z3r,2014-11-07T00:44:47.623Z,"Fiji region",earthquake
1989-09-01T05:14:18.200Z,-30.871,-177.949,119.4,4.9,mb,,,,1.2,us,usp0003z3s,2014-11-07T00:44:47.675Z,"Kermadec Islands, New Zealand",earthquake
1989-09-01T05:28:40.250Z,51.509,-175.078,33,3.9,mb,,,,0.7,us,usp0003z3t,2014-11-07T00:44:47.703Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
1989-09-01T06:42:13.480Z,-0.162,-78.369,10,,,,,,1.2,us,usp0003z3u,2014-11-07T00:44:47.713Z,"Ecuador",earthquake
1989-09-01T09:10:00.240Z,-18.332,167.977,10,4.6,mb,,,,1.1,us,usp0003z3v,2014-11-07T00:44:47.722Z,"Vanuatu",earthquake
1989-09-01T09:55:39.260Z,-5.38,152.284,50.3,4.9,mb,,,,0.9,us,usp0003z3w,2014-11-07T00:44:47.740Z,"New Britain region, Papua New Guinea",earthquake
1989-09-01T09:55:46.610Z,44.25,7.451,10,2.1,ml,,,,0.4,us,usp0003z3x,2014-11-07T00:44:47.759Z,"northern Italy",earthquake
1989-09-01T10:00:14.210Z,44.392,8.331,10,2,ml,,,,0.4,us,usp0003z3y,2014-11-07T00:44:47.770Z,"northern Italy",earthquake
1989-09-01T10:27:06.730Z,41.797,19.905,12.5,2.6,ml,,,,1.3,us,usp0003z3z,2014-11-07T00:44:47.781Z,"Albania",earthquake
1989-09-01T10:41:47.210Z,43.024,13.257,10,2.3,md,,,,0.6,us,usp0003z40,2014-11-07T00:44:47.796Z,"central Italy",earthquake
1989-09-01T10:48:32.390Z,-20.55,-69.108,105.9,4.9,mb,,,,1.4,us,usp0003z41,2014-11-07T00:44:47.804Z,"Tarapaca, Chile",earthquake
1989-09-01T11:57:22.550Z,-6.699,108.426,221.9,5.4,mw,,,,1,us,usp0003z42,2015-02-11T17:15:45.000Z,"Java, Indonesia",earthquake
1989-09-01T11:58:20.520Z,50.437,6.139,10,1.7,md,,,,0.2,us,usp0003z43,2014-11-07T00:44:47.993Z,"Belgium",earthquake
1989-09-01T11:59:19.400Z,50.443,6.116,10,,,,,,0.3,us,usp0003z44,2014-11-07T00:44:48.000Z,"Belgium",earthquake
1989-09-01T12:25:29.630Z,59.959,6.268,10,2,ml,,,,1,us,usp0003z45,2014-11-07T00:44:48.005Z,"southern Norway",earthquake
1989-09-01T13:12:11.620Z,50.241,6.505,10,2,md,,,,0.5,us,usp0003z46,2014-11-07T00:44:48.016Z,"Germany",earthquake
1989-09-01T14:02:43.940Z,10.336,-63.725,10,4.6,mb,,,,0.7,us,usp0003z47,2014-11-07T00:44:48.026Z,"Sucre, Venezuela",earthquake
1989-09-01T14:04:15.540Z,61.333,4.195,10,2.2,ml,,,,1.4,us,usp0003z48,2014-11-07T00:44:48.038Z,"southern Norway",earthquake
1989-09-01T14:42:22.260Z,-28.012,-70.134,94.8,5,mb,,,,1,us,usp0003z49,2014-11-07T00:44:48.050Z,"Atacama, Chile",earthquake
1989-09-01T14:53:32.150Z,51.521,16.136,10,3.7,ml,,,,0.9,us,usp0003z4a,2014-11-07T00:44:48.073Z,"Poland",earthquake
1989-09-01T15:14:25.640Z,38.841,25.768,10,3.5,ml,,,,1.3,us,usp0003z4b,2014-11-07T00:44:48.089Z,"Aegean Sea",earthquake
1989-09-01T15:22:54.630Z,43.435,12.964,10,,,,,,0.2,us,usp0003z4c,2014-11-07T00:44:48.112Z,"central Italy",earthquake
1989-09-01T16:13:58.520Z,36.003,70.369,102.8,4.5,mb,,,,0.9,us,usp0003z4d,2014-11-07T00:44:48.119Z,"Hindu Kush region, Afghanistan",earthquake
1989-09-01T17:01:34.470Z,48.796,9.011,10,1,md,,,,0.3,us,usp0003z4e,2014-11-07T00:44:48.129Z,"Germany",earthquake
1989-09-01T17:16:45.930Z,-5.748,147.118,200,4.9,mb,,,,0.9,us,usp0003z4f,2014-11-07T00:44:48.137Z,"eastern New Guinea region, Papua New Guinea",earthquake
1989-09-01T17:45:25.680Z,39.39,21.718,10,3.2,mb,,,,1,us,usp0003z4g,2014-11-07T00:44:48.146Z,"Greece",earthquake
1989-09-01T18:03:31.220Z,37.695,29.282,10,,,,,,1.1,us,usp0003z4h,2014-11-07T00:44:48.153Z,"western Turkey",earthquake
1989-09-01T18:05:44.000Z,37.738,29.21,10,,,,,,1,us,usp0003z4j,2014-11-07T00:44:48.160Z,"western Turkey",earthquake
1989-09-01T18:11:01.300Z,-22.757,-179.882,622.8,4.8,mb,,,,1,us,usp0003z4k,2014-11-07T00:44:48.164Z,"south of the Fiji Islands",earthquake
1989-09-01T18:11:37.270Z,37.721,29.241,10,,,,,,0.7,us,usp0003z4m,2014-11-07T00:44:48.182Z,"western Turkey",earthquake
