time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
1977-11-01T03:54:26.000Z,55.436,130.545,33,4.5,mb,,,,,us,usp0000rb0,2014-11-06T23:21:45.035Z,"Amurskaya Oblast', Russia",earthquake
1977-11-01T04:06:43.400Z,37.708,-122.558,2,3.3,ml,,,,,us,usp0000rb1,2014-11-06T23:21:45.035Z,"offshore Northern California",earthquake
1977-11-01T04:11:54.900Z,-7.485,128.466,165,5,mb,,,,,us,usp0000rb2,2014-11-06T23:21:45.037Z,"Kepulauan Barat Daya, Indonesia",earthquake
1977-11-01T08:25:22.100Z,-22.825,-174.646,33,5,ms,,,,,us,usp0000rb3,2014-11-06T23:21:45.037Z,"Tonga region",earthquake
1977-11-01T11:43:43.200Z,-11.632,117.313,33,,,,,,,us,usp0000rb4,2014-11-06T23:21:45.039Z,"south of Sumbawa, Indonesia",earthquake
1977-11-01T17:56:42.700Z,36.581,68.745,104,4.5,mb,,,,,us,usp0000rb5,2014-11-06T23:21:45.039Z,"Hindu Kush region, Afghanistan",earthquake
1977-11-01T18:06:00.100Z,37.188,-116.213,0,4.7,mb,,,,,us,usp0000rb6,2015-06-16T17:21:56.903Z,"Nevada",nuclear explosion
1977-11-01T20:28:29.200Z,-5.926,105.79,100,5.3,mb,,,,,us,usp0000rb7,2014-11-06T23:21:45.042Z,"Sunda Strait, Indonesia",earthquake
1977-11-01T21:16:31.300Z,-20.272,-176.113,248,4.8,mb,,,,,us,usp0000rb8,2014-11-06T23:21:45.043Z,"Fiji region",earthquake
1977-11-02T01:02:45.800Z,24.667,121.926,85,4.9,mb,,,,,us,usp0000rb9,2014-11-06T23:21:45.044Z,"Taiwan",earthquake
1977-11-02T01:19:27.900Z,-15.391,-173.319,30,5.3,mb,,,,,us,usp0000rba,2014-11-06T23:21:45.044Z,"Tonga",earthquake
1977-11-02T05:51:37.400Z,10.822,-85.776,71,4.8,mb,,,,,us,usp0000rbb,2014-11-06T23:21:45.046Z,"Costa Rica",earthquake
1977-11-02T06:30:40.300Z,51.905,160.132,33,4.9,mb,,,,,us,usp0000rbc,2014-11-06T23:21:45.046Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake
1977-11-02T10:06:35.900Z,60.491,-147.12,33,3,ml,,,,,us,usp0000rbd,2014-11-06T23:21:45.047Z,"Southern Alaska",earthquake
1977-11-02T10:48:51.000Z,-49.738,-116.297,33,5.4,ms,,,,,us,usp0000rbe,2015-05-13T18:53:14.000Z,"southern East Pacific Rise",earthquake
1977-11-02T14:47:57.200Z,-10.08,-74.761,48,5.5,mb,,,,,us,usp0000rbf,2015-02-11T17:14:38.000Z,"central Peru",earthquake
1977-11-02T15:30:25.100Z,33.517,-115.883,5,3.6,ml,,,,,us,usp0000rbg,2014-11-06T23:21:45.051Z,"Southern California",earthquake
