time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
1988-10-01T00:27:33.480Z,46.458,1.323,10,2.5,ml,,,,0.5,us,usp0003mdq,2014-11-07T00:42:53.589Z,"France",earthquake
1988-10-01T00:27:44.470Z,46.229,1.489,10.3,3.1,ml,,,,1.1,us,usp0003mdr,2014-11-07T00:42:54.115Z,"France",earthquake
1988-10-01T00:32:58.000Z,46.285,1.532,16,2.8,ml,,,,1.1,us,usp0003mds,2014-11-07T00:42:54.155Z,"France",earthquake
1988-10-01T00:38:45.540Z,-19.817,133.959,10,,,,,,1.3,us,usp0003mdt,2014-11-07T00:42:54.184Z,"Northern Territory, Australia",earthquake
1988-10-01T01:12:38.290Z,17.003,-62.221,10,2.5,ml,,,,0.6,us,usp0003mdu,2014-11-07T00:42:54.195Z,"Montserrat region, Leeward Islands",earthquake
1988-10-01T03:05:24.300Z,38.793,-122.763,3,3.4,ml,,,,,us,usp0003mdv,2014-11-07T00:42:54.204Z,"Northern California",earthquake
1988-10-01T03:48:40.320Z,-21.661,-178.445,482.9,4.4,mb,,,,0.8,us,usp0003mdw,2014-11-07T00:42:54.221Z,"Fiji region",earthquake
1988-10-01T05:00:01.670Z,46.174,-0.663,10,2.5,ml,,,,1.5,us,usp0003mdx,2014-11-07T00:42:54.250Z,"France",earthquake
1988-10-01T06:01:17.490Z,42.791,143.323,74.3,4.6,mb,,,,0.8,us,usp0003mdy,2014-11-07T00:42:54.264Z,"Hokkaido, Japan region",earthquake
1988-10-01T06:58:36.990Z,35.792,137.493,10,,,,,,0.5,us,usp0003mdz,2014-11-07T00:42:54.282Z,"eastern Honshu, Japan",earthquake
1988-10-01T07:16:15.600Z,38.798,-122.793,2,2.9,ml,,,,,us,usp0003me0,2014-11-07T00:42:54.298Z,"Northern California",earthquake
1988-10-01T07:32:35.190Z,19.213,-65.761,10,,,,,,0.8,us,usp0003me1,2014-11-07T00:42:54.328Z,"Puerto Rico region",earthquake
1988-10-01T08:41:55.460Z,62.516,-151.114,77.1,,,,,,,us,usp0003me2,2014-11-07T00:42:54.334Z,"Central Alaska",earthquake
1988-10-01T08:59:22.170Z,45.137,28.346,10,,,,,,1.3,us,usp0003me3,2014-11-07T00:42:54.353Z,"Ukraine-Romania-Moldova border region",earthquake
1988-10-01T09:01:47.900Z,37,15.255,10,2.7,md,,,,0.5,us,usp0003me4,2014-11-07T00:42:54.362Z,"Sicily, Italy",earthquake
1988-10-01T09:15:06.650Z,63.013,-150.818,148,,,,,,0.3,us,usp0003me5,2014-11-07T00:42:54.372Z,"Central Alaska",earthquake
1988-10-01T09:43:24.500Z,-35.315,-106.048,10,6.3,mw,,,,1.1,us,usp0003me6,2015-05-13T18:53:27.000Z,"southern East Pacific Rise",earthquake
1988-10-01T10:20:57.270Z,41.742,13.954,10,,,,,,0.8,us,usp0003me7,2014-11-07T00:42:54.560Z,"southern Italy",earthquake
1988-10-01T10:35:38.020Z,29.251,104.28,10,3.8,mb,,,,1.3,us,usp0003me8,2014-11-07T00:42:54.576Z,"eastern Sichuan, China",earthquake
1988-10-01T11:19:48.400Z,50.181,-127.915,35,3.9,mb,,,,,us,usp0003me9,2014-11-07T00:42:54.583Z,"Vancouver Island, Canada region",earthquake
1988-10-01T11:21:26.060Z,17.747,-94.921,125.9,,,,,,1.2,us,usp0003mea,2014-11-07T00:42:54.604Z,"Veracruz, Mexico",earthquake
1988-10-01T12:46:07.220Z,39.627,29.367,10,,,,,,1,us,usp0003meb,2014-11-07T00:42:54.612Z,"western Turkey",earthquake
1988-10-01T13:09:18.340Z,39.113,27.626,10,,,,,,0.6,us,usp0003mec,2014-11-07T00:42:54.617Z,"western Turkey",earthquake
1988-10-01T13:15:10.470Z,18.912,-65.74,33,,,,,,0.9,us,usp0003med,2014-11-07T00:42:54.621Z,"Puerto Rico region",earthquake
1988-10-01T13:51:46.170Z,-31.42,-71.835,10,,,,,,1.2,us,usp0003mee,2014-11-07T00:42:54.627Z,"offshore Coquimbo, Chile",earthquake
1988-10-01T15:31:23.960Z,-34.143,-68.399,10,,,,,,1,us,usp0003mef,2014-11-07T00:42:54.634Z,"Mendoza, Argentina",earthquake
1988-10-01T16:15:51.240Z,41.899,13.75,26.4,,,,,,1.3,us,usp0003meg,2014-11-07T00:42:54.642Z,"southern Italy",earthquake
