time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
1999-03-01T00:39:08.400Z,16.268,-98.216,5,3.9,md,,,,,us,usp00093nd,2014-11-07T01:07:06.901Z,"Oaxaca, Mexico",earthquake
1999-03-01T01:00:12.550Z,33.963,74.938,33,,,,,,0.64,us,usp00093ne,2014-11-07T01:07:07.409Z,"southwestern Kashmir",earthquake
1999-03-01T01:02:47.510Z,18.15,-67.24,23,2.8,md,,,,,us,usp00093nf,2014-11-07T01:07:07.420Z,"Mona Passage, Puerto Rico",earthquake
1999-03-01T01:28:48.520Z,-25.79,137.678,10,,,,,,1.13,us,usp00093ng,2014-11-07T01:07:07.429Z,"Northern Territory, Australia",earthquake
1999-03-01T02:58:45.460Z,62.109,-149.629,45.2,2.8,ml,,,,,us,usp00093nh,2014-11-07T01:07:07.443Z,"Central Alaska",earthquake
1999-03-01T03:02:42.400Z,34.7,26.32,5,3.8,md,,,,,us,usp00093nj,2014-11-07T01:07:07.461Z,"Crete, Greece",earthquake
1999-03-01T03:28:31.530Z,34.744,26.335,10,3.5,mb,,,,1.26,us,usp00093nk,2014-11-07T01:07:07.468Z,"Crete, Greece",earthquake
1999-03-01T04:43:49.460Z,5.463,126.096,33,4.2,mb,,,,0.83,us,usp00093nm,2014-11-07T01:07:07.487Z,"Mindanao, Philippines",earthquake
1999-03-01T05:13:01.460Z,4.469,-75.66,3,2.3,ml,,,,,us,usp00093nn,2014-11-07T01:07:07.501Z,"Colombia",earthquake
1999-03-01T05:37:02.940Z,34.483,136.208,80.2,,,,,,0.94,us,usp00093np,2014-11-07T01:07:07.511Z,"western Honshu, Japan",earthquake
1999-03-01T05:51:32.520Z,34.034,-118.318,8.5,2.6,ml,,,,,us,usp00093nq,2014-11-07T01:07:07.521Z,"Greater Los Angeles area, California",earthquake
1999-03-01T06:03:54.650Z,28.219,129.484,54.6,4.7,mb,,,,1.32,us,usp00093nr,2014-11-07T01:07:07.527Z,"Ryukyu Islands, Japan",earthquake
1999-03-01T06:36:45.160Z,-33.886,-70.633,87.4,2.6,md,,,,,us,usp00093ns,2014-11-07T01:07:07.593Z,"Region Metropolitana, Chile",earthquake
1999-03-01T06:41:59.790Z,41.682,80.346,33,4.4,mb,,,,0.98,us,usp00093nt,2014-11-07T01:07:07.608Z,"southern Xinjiang, China",earthquake
1999-03-01T07:32:46.880Z,-11.487,120.225,33,3.4,mb,,,,1.48,us,usp00093nu,2014-11-07T01:07:07.621Z,"south of Sumba, Indonesia",earthquake
1999-03-01T07:54:05.200Z,37.16,21.13,5,3.4,md,,,,,us,usp00093nv,2014-11-07T01:07:07.631Z,"southern Greece",earthquake
1999-03-01T08:00:23.500Z,32.573,-104.656,1,2.7,md,,,,,us,usp00093nw,2014-11-07T01:07:07.639Z,"New Mexico",earthquake
1999-03-01T08:51:00.800Z,-2.975,126.528,33,5.7,mwc,,,,1.03,us,usp00093nx,2015-05-13T18:53:40.000Z,"Ceram Sea, Indonesia",earthquake
1999-03-01T09:10:25.030Z,1.853,126.337,33,4.7,mb,,,,1,us,usp00093ny,2014-11-07T01:07:07.830Z,"Molucca Sea",earthquake
1999-03-01T09:34:23.400Z,44.77,6.818,10,,,,,,0.47,us,usp00093nz,2014-11-07T01:07:07.856Z,"France",earthquake
1999-03-01T10:23:09.150Z,-0.053,122.144,100,4.1,mb,,,,1.04,us,usp00093p0,2014-11-07T01:07:07.862Z,"Sulawesi, Indonesia",earthquake
1999-03-01T10:49:46.380Z,53.461,153.913,500,3.9,mb,,,,0.59,us,usp00093p1,2014-11-07T01:07:07.871Z,"Sea of Okhotsk",earthquake
1999-03-01T10:58:05.420Z,-32.552,-71.466,38.7,3.9,md,,,,,us,usp00093p2,2014-11-07T01:07:07.888Z,"offshore Valparaiso, Chile",earthquake
1999-03-01T11:31:30.160Z,-23.482,179.956,567.1,4.6,mb,,,,0.83,us,usp00093p3,2014-11-07T01:07:07.903Z,"south of the Fiji Islands",earthquake
1999-03-01T11:39:19.780Z,61.889,-150.752,56.4,2.6,ml,,,,,us,usp00093p4,2014-11-07T01:07:07.935Z,"Southern Alaska",earthquake
1999-03-01T11:42:14.710Z,51.637,16.136,5,3.5,ml,,,,0.77,us,usp00093p5,2014-11-07T01:07:07.965Z,"Poland",earthquake
