time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
1972-06-02T22:50:48.000Z,3.616,96.755,25,5.6,mw,,,,,iscgem,iscgem772160,2015-05-13T18:53:06.000Z,"northern Sumatra, Indonesia",earthquake
1972-06-06T02:19:42.000Z,51.341,-178.26,47.5,5.5,mw,,,,,iscgem,iscgem772242,2015-05-13T18:53:06.000Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
1972-06-06T05:25:50.000Z,32.853,-39.776,15,5.7,mw,,,,,iscgem,iscgem772246,2015-05-13T18:53:06.000Z,"northern Mid-Atlantic Ridge",earthquake
1972-06-07T12:01:19.000Z,2.505,128.229,150,6,mw,,,,,iscgemsup,iscgemsup772287,2015-07-13T17:02:24.000Z,"Halmahera, Indonesia",earthquake
1972-06-08T07:55:20.000Z,-7.278,126.684,325,5.6,mw,,,,,iscgem,iscgem772319,2015-05-13T18:53:06.000Z,"Kepulauan Barat Daya, Indonesia",earthquake
1972-06-08T09:14:09.000Z,21.085,120.207,25,5.7,mw,,,,,iscgem,iscgem772321,2015-05-13T18:53:06.000Z,"Taiwan region",earthquake
1972-06-08T17:57:39.000Z,-22.538,-66.13,256.2,5.7,mw,,,,,iscgem,iscgem772339,2015-05-13T18:53:06.000Z,"Jujuy, Argentina",earthquake
1972-06-08T18:53:44.000Z,-30.466,-71.699,45,6.7,mw,,,,,iscgem,iscgem772340,2015-05-13T18:53:06.000Z,"offshore Coquimbo, Chile",earthquake
1972-06-09T00:19:55.000Z,-21.297,-173.921,15,5.7,mw,,,,,iscgem,iscgem772347,2015-05-13T18:53:06.000Z,"Tonga",earthquake
1972-06-11T16:41:04.000Z,3.752,124.221,330.8,7.7,mw,,,,,iscgem,iscgem772416,2015-05-13T18:53:06.000Z,"Celebes Sea",earthquake
1972-06-11T18:36:49.000Z,-5.55,147.074,150,5.7,mw,,,,,iscgem,iscgem772418,2015-05-13T18:53:06.000Z,"eastern New Guinea region, Papua New Guinea",earthquake
1972-06-12T00:45:45.000Z,-12.419,167.048,233.8,5.5,mw,,,,,iscgem,iscgem772427,2015-05-13T18:53:06.000Z,"Santa Cruz Islands",earthquake
1972-06-12T09:56:23.000Z,5.196,-78.195,25,5.8,mw,,,,,iscgem,iscgem772448,2015-05-13T18:53:06.000Z,"south of Panama",earthquake
1972-06-12T13:33:59.000Z,33.023,46.184,15,5.6,mw,,,,,iscgem,iscgem772457,2015-05-13T18:53:06.000Z,"Iran-Iraq border region",earthquake
1972-06-12T19:47:37.000Z,53.337,-166.87,32.5,6.2,mw,,,,,iscgem,iscgem772465,2015-05-13T18:53:06.000Z,"Fox Islands, Aleutian Islands, Alaska",earthquake
1972-06-13T16:58:36.000Z,-29.764,-177.282,42.5,5.8,mw,,,,,iscgem,iscgem772500,2015-05-13T18:53:06.000Z,"Kermadec Islands, New Zealand",earthquake
1972-06-15T15:21:19.000Z,42.282,143.224,56.6,5.6,mw,,,,,iscgem,iscgem772568,2015-05-13T18:53:06.000Z,"Hokkaido, Japan region",earthquake
1972-06-21T15:29:52.000Z,31.934,131.882,39.9,6,mw,,,,,iscgem,iscgem772744,2015-05-13T18:53:06.000Z,"Kyushu, Japan",earthquake
1972-06-24T15:29:21.000Z,36.278,69.681,24,6.3,mw,,,,,iscgem,iscgem772832,2015-05-13T18:53:06.000Z,"Hindu Kush region, Afghanistan",earthquake
1972-06-24T23:20:06.000Z,1.476,127.57,208.9,5.8,mw,,,,,iscgem,iscgem772849,2015-05-13T18:53:06.000Z,"Halmahera, Indonesia",earthquake
1972-06-26T10:06:01.000Z,51.858,156.162,194.8,5.8,mw,,,,,iscgem,iscgem772898,2015-05-13T18:53:06.000Z,"Kamchatka Peninsula, Russia",earthquake
1972-06-28T09:49:36.000Z,27.643,33.815,15,5.6,mw,,,,,iscgem,iscgem772960,2015-05-13T18:53:06.000Z,"Egypt",earthquake
1972-06-30T12:39:58.000Z,-17.934,-178.393,575,5.5,mw,,,,,iscgem,iscgem773022,2015-05-13T18:53:06.000Z,"Fiji region",earthquake
